user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
DOME2_0195	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	96.7	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.59, 0.194; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.13, 0.166; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.24, 0.174; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.62, 0.186; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.27, 0.193; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 82.1, 0.184; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.64, 0.314; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.82, 0.343; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.14, 0.171; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.71, 0.176; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.5, 0.154; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.64, 0.29; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.71, 0.203; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.7, 0.176; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.59, 0.344; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.58, 0.201; GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.5, 0.351; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.36, 0.351; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 81.94, 0.161; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 80.86, 0.171; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.75, 0.315; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.47, 0.318; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.62, 0.178; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.25, 0.329; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.24, 0.184; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.04, 0.187; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.49, 0.196; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 84.13, 0.319; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.22, 0.19; GCF_000341145.1, s__Nocardiopsis xinjiangensis, 95.0, 80.97, 0.153; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.82, 0.165; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.75, 0.157; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.32, 0.299; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.22, 0.182; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.21, 0.189	N/A	N/A	N/A	N/A
DOME2_0196	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	99.25	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.38, 0.334; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.93, 0.36; GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.72, 0.196; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 82.32, 0.164; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 84.47, 0.305; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 81.61, 0.173; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.22, 0.16; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.61, 0.178; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.77, 0.178; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.42, 0.189; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 82.29, 0.188; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 83.86, 0.308; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.73, 0.326; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.88, 0.179; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.44, 0.181; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.5, 0.187; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.7, 0.315; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.52, 0.328; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.27, 0.172; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.65, 0.165; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.51, 0.154; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.65, 0.196; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 84.33, 0.32; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.75, 0.201; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 82.06, 0.178; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.49, 0.193; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 82.22, 0.174; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.6, 0.337; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.8, 0.155; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.82, 0.209; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.81, 0.3; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.55, 0.181; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.64, 0.296; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.52, 0.195	N/A	N/A	N/A	N/A
DOME2_0197	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	96.83	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.71, 0.193; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.1, 0.168; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.17, 0.173; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.65, 0.196; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.39, 0.195; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 82.13, 0.189; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.62, 0.309; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.79, 0.339; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.49, 0.174; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.71, 0.179; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.4, 0.153; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.51, 0.292; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.74, 0.2; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.61, 0.177; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.64, 0.348; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.58, 0.196; GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.48, 0.357; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.33, 0.352; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 81.81, 0.166; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 80.78, 0.17; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.79, 0.313; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.65, 0.32; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.38, 0.333; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.86, 0.181; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.38, 0.182; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.32, 0.187; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.68, 0.196; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 84.35, 0.311; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.47, 0.194; GCF_000341145.1, s__Nocardiopsis xinjiangensis, 95.0, 81.07, 0.152; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.99, 0.171; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.83, 0.159; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.52, 0.179; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.32, 0.298; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.36, 0.191	N/A	N/A	N/A	N/A
DOME2_0198	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	98.55	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.4, 0.346; GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.28, 0.193; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.26, 0.358; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 82.03, 0.164; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.93, 0.317; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 81.67, 0.166; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 81.1, 0.174; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.13, 0.172; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.52, 0.184; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.24, 0.191; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.13, 0.325; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 81.81, 0.191; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.27, 0.327; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.45, 0.178; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.12, 0.178; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.25, 0.308; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.54, 0.336; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.24, 0.191; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.0, 0.169; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.71, 0.168; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.28, 0.157; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.32, 0.188; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 83.67, 0.32; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.24, 0.197; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.72, 0.181; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.39, 0.197; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.52, 0.172; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.68, 0.336; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.24, 0.203; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.75, 0.156; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.17, 0.174; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.09, 0.299; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 83.94, 0.293; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.19, 0.19	N/A	N/A	N/A	N/A
DOME2_0199	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	99.07	0.964	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.38, 0.353; GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.62, 0.2; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.43, 0.366; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 84.01, 0.318; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 82.21, 0.166; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.19, 0.168; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 80.99, 0.18; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.17, 0.179; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.64, 0.191; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.2, 0.198; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 81.94, 0.201; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.52, 0.331; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.48, 0.187; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.36, 0.323; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.44, 0.182; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.23, 0.319; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.63, 0.342; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.4, 0.199; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.0, 0.171; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.6, 0.169; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.38, 0.161; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.48, 0.199; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 83.84, 0.317; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.5, 0.203; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.76, 0.185; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.23, 0.2; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.75, 0.184; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.74, 0.343; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.88, 0.16; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.27, 0.207; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.33, 0.307; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.22, 0.185; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.38, 0.196; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.29, 0.305	N/A	N/A	N/A	N/A
DOME2_0200	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	GCF_000011645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	99.58	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001969815.1, s__Bacillus swezeyi, 95.0, 84.08, 0.43; GCF_001969855.1, s__Bacillus haynesii, 95.0, 94.96, 0.863; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.11, 0.432; GCF_001042485.2, s__Bacillus paralicheniformis, 95.0, 94.54, 0.857	N/A	N/A	N/A	N/A
DOME2_0201	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulosimicrobium;s__Cellulosimicrobium funkei	GCF_004519295.1	95.74	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulosimicrobium;s__Cellulosimicrobium funkei	97.82	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001942335.1, s__Cellulosimicrobium sp001942335, 95.0, 84.75, 0.331; GCF_943181405.1, s__Cellulosimicrobium sp943181405, 95.0, 85.1, 0.346; GCF_020551945.1, s__Cellulosimicrobium marinum, 95.0, 84.34, 0.343; GCF_003052455.1, s__Cellulosimicrobium cinnabarinum, 95.0, 95.7, 0.9; GCA_029256625.1, s__Cellulosimicrobium sp029256625, 95.0, 89.66, 0.539; GCF_026163685.1, s__Oerskovia sp026163685, 95.0, 80.78, 0.156; GCF_000718325.1, s__Oerskovia turbata, 95.0, 81.04, 0.155; GCF_016907755.1, s__Cellulosimicrobium cellulans_D, 95.0, 89.79, 0.649; GCF_009711085.1, s__Cellulosimicrobium composti, 95.0, 89.48, 0.612; GCF_016921195.1, s__Cellulosimicrobium cellulans_F, 95.0, 90.32, 0.67; GCA_014803435.1, s__Cellulosimicrobium terreum, 95.0, 83.32, 0.272; GCF_009708005.2, s__Cellulosimicrobium protaetiae, 95.0, 89.65, 0.631; GCF_006539945.1, s__Cellulosimicrobium cellulans, 95.0, 89.98, 0.656; GCF_001019615.1, s__Cellulosimicrobium cellulans_E, 95.0, 90.27, 0.673; GCF_014837295.1, s__Cellulosimicrobium arenosum, 95.0, 82.67, 0.247; GCF_001722485.1, s__Cellulosimicrobium cellulans_A, 95.0, 85.57, 0.343; GCF_024124905.1, s__Cellulosimicrobium cellulans_G, 95.0, 90.1, 0.659	N/A	N/A	N/A	N/A
DOME2_0203	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	99.23	0.954	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.67, 0.193; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.21, 0.163; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 82.29, 0.174; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.43, 0.189; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.53, 0.193; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 82.02, 0.192; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.63, 0.333; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.52, 0.31; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.23, 0.168; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.57, 0.163; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.28, 0.155; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.33, 0.191; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.72, 0.174; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.61, 0.339; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.12, 0.2; GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.53, 0.351; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.39, 0.352; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 82.07, 0.161; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.91, 0.301; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 81.16, 0.178; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.36, 0.32; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.29, 0.323; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.46, 0.174; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.1, 0.179; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.16, 0.186; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.55, 0.192; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 84.08, 0.314; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.33, 0.193; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.73, 0.174; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.88, 0.159; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.48, 0.3; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.05, 0.175; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.38, 0.297; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.3, 0.191	N/A	N/A	N/A	N/A
DOME2_0204	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B koreensis	GCF_009193255.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B koreensis	98.92	0.96	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001307035.1, s__Arthrobacter_B sp001307035, 95.0, 85.66, 0.521; GCF_009192745.1, s__Arthrobacter_B citreus, 95.0, 89.14, 0.76; GCF_015355785.1, s__Arthrobacter_B gandavensis_A, 95.0, 90.19, 0.788	N/A	N/A	N/A	N/A
DOME2_0205	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulosimicrobium;s__Cellulosimicrobium funkei	GCF_004519295.1	95.74	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulosimicrobium;s__Cellulosimicrobium funkei	97.69	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001942335.1, s__Cellulosimicrobium sp001942335, 95.0, 84.66, 0.334; GCF_943181405.1, s__Cellulosimicrobium sp943181405, 95.0, 84.81, 0.367; GCF_020551945.1, s__Cellulosimicrobium marinum, 95.0, 84.25, 0.343; GCF_003052455.1, s__Cellulosimicrobium cinnabarinum, 95.0, 95.73, 0.913; GCF_016907365.1, s__Oerskovia paurometabola, 95.0, 80.59, 0.151; GCA_029256625.1, s__Cellulosimicrobium sp029256625, 95.0, 89.65, 0.543; GCF_026163685.1, s__Oerskovia sp026163685, 95.0, 80.61, 0.152; GCF_000718325.1, s__Oerskovia turbata, 95.0, 80.81, 0.151; GCF_016907755.1, s__Cellulosimicrobium cellulans_D, 95.0, 90.03, 0.659; GCF_009711085.1, s__Cellulosimicrobium composti, 95.0, 89.47, 0.62; GCF_016921195.1, s__Cellulosimicrobium cellulans_F, 95.0, 90.39, 0.677; GCA_014803435.1, s__Cellulosimicrobium terreum, 95.0, 83.5, 0.283; GCF_009708005.2, s__Cellulosimicrobium protaetiae, 95.0, 89.75, 0.652; GCF_006539945.1, s__Cellulosimicrobium cellulans, 95.0, 89.66, 0.674; GCF_001019615.1, s__Cellulosimicrobium cellulans_E, 95.0, 89.96, 0.692; GCF_014837295.1, s__Cellulosimicrobium arenosum, 95.0, 82.63, 0.254; GCF_001722485.1, s__Cellulosimicrobium cellulans_A, 95.0, 85.48, 0.344; GCF_024124905.1, s__Cellulosimicrobium cellulans_G, 95.0, 90.16, 0.659	N/A	N/A	N/A	N/A
